[Mon May 11 12:46:58 AEST 2026] [baseline] starting

================================================================================
HYBRID BASELINE-DAGGER PIPELINE
================================================================================
[12:46:58] [bo-hybrid] baseline_only root: /vast/s226137394/DmN/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/four_way_compare/runs/baseline_only

--------------------------------------------------------------------------------
PHASE 1: LAYOUTS
--------------------------------------------------------------------------------
[layout-sampler] wrote 200 layouts -> /vast/s226137394/DmN/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/four_way_compare/runs/baseline_only/heldout_layouts.yaml
[layout-sampler] wrote 40 layouts -> /vast/s226137394/DmN/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/four_way_compare/runs/baseline_only/correction_layouts.yaml

--------------------------------------------------------------------------------
PHASE 2: INITIAL DEMO COLLECTION
--------------------------------------------------------------------------------
[12:46:59] [bo-hybrid] $ /home/s226137394/.conda/envs/maze/bin/python -u -m Equivariant_pathway.collect_demos --layouts /vast/s226137394/DmN/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/four_way_compare/runs/baseline_only/training_layouts.yaml --demo_dir /vast/s226137394/DmN/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/four_way_compare/runs/baseline_only/demos --num_demos 20 --seed 0
[eq-collect] 20 layouts in /vast/s226137394/DmN/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/four_way_compare/runs/baseline_only/training_layouts.yaml
[eq-collect] saved demo_multimodal_heldout_001_1778468131706.json  (layout 1/20, start=[0, 2], goal=[2, 4], fires=[[0, 4], [3, 4], [4, 0]])
[eq-collect] saved demo_multimodal_heldout_002_1778467661643.json  (layout 2/20, start=[3, 4], goal=[0, 0], fires=[[1, 2], [1, 3], [4, 3]])
[eq-collect] saved demo_multimodal_heldout_003_1778467796076.json  (layout 3/20, start=[4, 4], goal=[1, 2], fires=[[0, 1], [1, 0], [2, 3]])
[eq-collect] saved demo_multimodal_heldout_004_1778468270334.json  (layout 4/20, start=[2, 0], goal=[4, 3], fires=[[1, 4], [3, 2], [3, 3]])
[eq-collect] saved demo_multimodal_heldout_005_1778468227656.json  (layout 5/20, start=[2, 0], goal=[4, 2], fires=[[0, 1], [0, 4], [4, 4]])
[eq-collect] saved demo_multimodal_heldout_006_1778468591850.json  (layout 6/20, start=[2, 1], goal=[1, 4], fires=[[0, 4], [2, 2], [4, 0]])
[eq-collect] saved demo_multimodal_heldout_007_1778468350697.json  (layout 7/20, start=[4, 3], goal=[1, 4], fires=[[0, 1], [2, 4], [4, 1]])
[eq-collect] saved demo_multimodal_heldout_008_1778468164914.json  (layout 8/20, start=[0, 3], goal=[4, 2], fires=[[0, 0], [0, 4], [4, 1]])
[eq-collect] saved demo_multimodal_heldout_009_1778468556466.json  (layout 9/20, start=[1, 2], goal=[4, 0], fires=[[0, 3], [3, 0], [3, 2]])
[eq-collect] saved demo_multimodal_heldout_010_1778468437358.json  (layout 10/20, start=[0, 1], goal=[2, 3], fires=[[1, 0], [1, 2], [4, 2]])
[eq-collect] saved demo_multimodal_heldout_011_1778468478997.json  (layout 11/20, start=[0, 4], goal=[3, 1], fires=[[0, 0], [0, 2], [0, 3]])
[eq-collect] saved demo_multimodal_heldout_012_1778468176038.json  (layout 12/20, start=[3, 3], goal=[1, 0], fires=[[2, 2], [2, 4], [3, 1]])
[eq-collect] saved demo_multimodal_heldout_013_1778468351485.json  (layout 13/20, start=[4, 4], goal=[0, 3], fires=[[2, 0], [2, 1], [4, 2]])
[eq-collect] saved demo_multimodal_heldout_014_1778468485115.json  (layout 14/20, start=[1, 0], goal=[3, 4], fires=[[1, 4], [2, 3], [4, 4]])
[eq-collect] saved demo_multimodal_heldout_015_1778467702460.json  (layout 15/20, start=[1, 2], goal=[4, 4], fires=[[1, 1], [3, 1], [3, 4]])
[eq-collect] saved demo_multimodal_heldout_016_1778467650485.json  (layout 16/20, start=[0, 2], goal=[4, 1], fires=[[0, 0], [0, 4], [3, 3]])
[eq-collect] saved demo_multimodal_heldout_017_1778467627628.json  (layout 17/20, start=[0, 2], goal=[4, 2], fires=[[1, 1], [1, 4], [3, 1]])
[eq-collect] saved demo_multimodal_heldout_018_1778467630650.json  (layout 18/20, start=[2, 4], goal=[4, 2], fires=[[1, 4], [2, 2], [3, 4]])
[eq-collect] saved demo_multimodal_heldout_019_1778468269644.json  (layout 19/20, start=[2, 4], goal=[4, 2], fires=[[2, 0], [4, 0], [4, 3]])
[eq-collect] saved demo_multimodal_heldout_020_1778468083472.json  (layout 20/20, start=[4, 4], goal=[0, 0], fires=[[2, 2], [4, 0], [4, 3]])
[eq-collect] DONE — wrote 20 demos -> /vast/s226137394/DmN/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/four_way_compare/runs/baseline_only/demos
[12:47:02] [bo-hybrid] final initial demo count: 20

--------------------------------------------------------------------------------
PHASE 3: INITIAL TRAINING
--------------------------------------------------------------------------------
[12:47:02] [bo-hybrid] $ /home/s226137394/.conda/envs/maze/bin/python -u -m Equivariant_pathway.equivariant_CNN_hybrid.train --demo_dir /vast/s226137394/DmN/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/four_way_compare/runs/baseline_only/demos --checkpoint_dir /vast/s226137394/DmN/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/four_way_compare/runs/baseline_only/checkpoints --epochs 500 --seed 0 --max_demos 20
[hybrid-train] device=cuda demo_dir=/vast/s226137394/DmN/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/four_way_compare/runs/baseline_only/demos
[hybrid-dataset] 20 demos -> 99 samples
[hybrid-train] trainable params: 1,400,028
[hybrid-train] ep   1/500 | train loss=0.9054 top1=0.511 | val loss=1.0548 | t=0.6s  *
[hybrid-rollout] ep 122 (heldout_123): steps=1 success=False
[hybrid-rollout] ep 123 (heldout_124): steps=5 success=True
[hybrid-rollout] ep 124 (heldout_125): steps=5 success=True
[hybrid-rollout] ep 125 (heldout_126): steps=60 success=False
[hybrid-rollout] ep 126 (heldout_127): steps=4 success=True
[hybrid-rollout] ep 127 (heldout_128): steps=4 success=True
[hybrid-rollout] ep 128 (heldout_129): steps=3 success=False
[hybrid-rollout] ep 129 (heldout_130): steps=6 success=True
[hybrid-rollout] ep 130 (heldout_131): steps=7 success=True
[hybrid-rollout] ep 131 (heldout_132): steps=6 success=True
[hybrid-rollout] ep 132 (heldout_133): steps=4 success=True
[hybrid-rollout] ep 133 (heldout_134): steps=5 success=True
[hybrid-rollout] ep 134 (heldout_135): steps=6 success=True
[hybrid-rollout] ep 135 (heldout_136): steps=5 success=True
[hybrid-rollout] ep 136 (heldout_137): steps=7 success=True
[hybrid-rollout] ep 137 (heldout_138): steps=6 success=True
[hybrid-rollout] ep 138 (heldout_139): steps=5 success=True
[hybrid-rollout] ep 139 (heldout_140): steps=5 success=True
[hybrid-rollout] ep 140 (heldout_141): steps=4 success=True
[hybrid-rollout] ep 141 (heldout_142): steps=7 success=True
[hybrid-rollout] ep 142 (heldout_143): steps=60 success=False
[hybrid-rollout] ep 143 (heldout_144): steps=5 success=True
[hybrid-rollout] ep 144 (heldout_145): steps=4 success=True
[hybrid-rollout] ep 145 (heldout_146): steps=5 success=True
[hybrid-rollout] ep 146 (heldout_147): steps=6 success=True
[hybrid-rollout] ep 147 (heldout_148): steps=6 success=True
[hybrid-rollout] ep 148 (heldout_149): steps=4 success=True
[hybrid-rollout] ep 149 (heldout_150): steps=1 success=False
[hybrid-rollout] ep 150 (heldout_151): steps=6 success=True
[hybrid-rollout] ep 151 (heldout_152): steps=4 success=True
[hybrid-rollout] ep 152 (heldout_153): steps=60 success=False
[hybrid-rollout] ep 153 (heldout_154): steps=4 success=True
[hybrid-rollout] ep 154 (heldout_155): steps=4 success=True
[hybrid-rollout] ep 155 (heldout_156): steps=5 success=True
[hybrid-rollout] ep 156 (heldout_157): steps=2 success=False
[hybrid-rollout] ep 157 (heldout_158): steps=4 success=False
[hybrid-rollout] ep 158 (heldout_159): steps=6 success=True
[hybrid-rollout] ep 159 (heldout_160): steps=4 success=True
[hybrid-rollout] ep 160 (heldout_161): steps=4 success=True
[hybrid-rollout] ep 161 (heldout_162): steps=6 success=True
[hybrid-rollout] ep 162 (heldout_163): steps=4 success=True
[hybrid-rollout] ep 163 (heldout_164): steps=1 success=False
[hybrid-rollout] ep 164 (heldout_165): steps=60 success=False
[hybrid-rollout] ep 165 (heldout_166): steps=1 success=False
[hybrid-rollout] ep 166 (heldout_167): steps=4 success=True
[hybrid-rollout] ep 167 (heldout_168): steps=4 success=True
[hybrid-rollout] ep 168 (heldout_169): steps=4 success=True
[hybrid-rollout] ep 169 (heldout_170): steps=5 success=True
[hybrid-rollout] ep 170 (heldout_171): steps=4 success=True
[hybrid-rollout] ep 171 (heldout_172): steps=5 success=True
[hybrid-rollout] ep 172 (heldout_173): steps=4 success=True
[hybrid-rollout] ep 173 (heldout_174): steps=4 success=True
[hybrid-rollout] ep 174 (heldout_175): steps=6 success=True
[hybrid-rollout] ep 175 (heldout_176): steps=4 success=False
[hybrid-rollout] ep 176 (heldout_177): steps=6 success=True
[hybrid-rollout] ep 177 (heldout_178): steps=6 success=True
[hybrid-rollout] ep 178 (heldout_179): steps=4 success=True
[hybrid-rollout] ep 179 (heldout_180): steps=60 success=False
[hybrid-rollout] ep 180 (heldout_181): steps=6 success=True
[hybrid-rollout] ep 181 (heldout_182): steps=60 success=False
[hybrid-rollout] ep 182 (heldout_183): steps=5 success=True
[hybrid-rollout] ep 183 (heldout_184): steps=5 success=True
[hybrid-rollout] ep 184 (heldout_185): steps=4 success=True
[hybrid-rollout] ep 185 (heldout_186): steps=7 success=True
[hybrid-rollout] ep 186 (heldout_187): steps=6 success=True
[hybrid-rollout] ep 187 (heldout_188): steps=6 success=True
[hybrid-rollout] ep 188 (heldout_189): steps=4 success=True
[hybrid-rollout] ep 189 (heldout_190): steps=4 success=True
[hybrid-rollout] ep 190 (heldout_191): steps=4 success=True
[hybrid-rollout] ep 191 (heldout_192): steps=4 success=True
[hybrid-rollout] ep 192 (heldout_193): steps=60 success=False
[hybrid-rollout] ep 193 (heldout_194): steps=5 success=True
[hybrid-rollout] ep 194 (heldout_195): steps=60 success=False
[hybrid-rollout] ep 195 (heldout_196): steps=4 success=True
[hybrid-rollout] ep 196 (heldout_197): steps=4 success=True
[hybrid-rollout] ep 197 (heldout_198): steps=6 success=True
[hybrid-rollout] ep 198 (heldout_199): steps=7 success=True
[hybrid-rollout] ep 199 (heldout_200): steps=5 success=True
[hybrid-rollout] DONE successes=163/200
[12:53:44] [bo-hybrid] round 1: cum_demos=35 sr=0.815

--------------------------------------------------------------------------------
ROUND 2
--------------------------------------------------------------------------------
[hybrid-dagger] 40 layouts; running 40 episodes
[hybrid-dagger] cumulative=20 >= 20; retraining
[hybrid-train] device=cuda demo_dir=/vast/s226137394/DmN/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/four_way_compare/runs/baseline_only/demos
[hybrid-dataset] 40 demos -> 206 samples
[hybrid-train] trainable params: 1,400,028
[hybrid-train] ep   1/100 | train loss=0.9377 top1=0.409 | val loss=0.9775 | t=0.6s  *
[hybrid-train] ep   2/100 | train loss=0.9060 top1=0.430 | val loss=0.9721 | t=0.1s  *
[hybrid-train] ep   3/100 | train loss=0.9018 top1=0.478 | val loss=0.9735 | t=0.1s
[hybrid-train] ep   4/100 | train loss=0.9002 top1=0.430 | val loss=0.9673 | t=0.1s  *
[hybrid-train] ep   5/100 | train loss=0.8954 top1=0.430 | val loss=0.9672 | t=0.1s  *
[hybrid-train] ep   6/100 | train loss=0.8883 top1=0.430 | val loss=0.9708 | t=0.1s
[hybrid-train] ep   7/100 | train loss=0.8805 top1=0.500 | val loss=0.9759 | t=0.1s
[hybrid-train] ep   8/100 | train loss=0.8746 top1=0.538 | val loss=0.9645 | t=0.1s  *
[hybrid-train] ep   9/100 | train loss=0.8563 top1=0.656 | val loss=0.9413 | t=0.1s  *
[hybrid-train] ep  10/100 | train loss=0.8450 top1=0.538 | val loss=0.9348 | t=0.1s  *
[hybrid-train] ep  11/100 | train loss=0.8243 top1=0.597 | val loss=0.9043 | t=0.1s  *
[hybrid-train] ep  12/100 | train loss=0.7808 top1=0.731 | val loss=0.8576 | t=0.1s  *
[hybrid-train] ep  13/100 | train loss=0.7262 top1=0.796 | val loss=0.8481 | t=0.1s  *
[hybrid-train] ep  14/100 | train loss=0.6788 top1=0.747 | val loss=0.7806 | t=0.1s  *
[hybrid-train] ep  15/100 | train loss=0.6168 top1=0.828 | val loss=0.7531 | t=0.1s  *
[hybrid-train] ep  16/100 | train loss=0.5683 top1=0.833 | val loss=0.7020 | t=0.1s  *
[hybrid-train] ep  17/100 | train loss=0.5242 top1=0.887 | val loss=0.6822 | t=0.1s  *
[hybrid-train] ep  18/100 | train loss=0.4796 top1=0.914 | val loss=0.6294 | t=0.1s  *
[hybrid-train] ep  19/100 | train loss=0.4370 top1=0.919 | val loss=0.5946 | t=0.1s  *
[hybrid-train] ep  20/100 | train loss=0.3920 top1=0.957 | val loss=0.5833 | t=0.1s  *
[hybrid-train] ep  21/100 | train loss=0.3521 top1=0.962 | val loss=0.5146 | t=0.1s  *
[hybrid-train] ep  22/100 | train loss=0.3139 top1=0.968 | val loss=0.4817 | t=0.1s  *
[hybrid-train] ep  23/100 | train loss=0.2864 top1=0.968 | val loss=0.4702 | t=0.1s  *
[hybrid-train] ep  24/100 | train loss=0.2533 top1=0.984 | val loss=0.4640 | t=0.1s  *
[hybrid-train] ep  25/100 | train loss=0.2360 top1=0.995 | val loss=0.3943 | t=0.1s  *
[hybrid-train] ep  26/100 | train loss=0.2083 top1=0.995 | val loss=0.4536 | t=0.1s
[hybrid-train] ep  27/100 | train loss=0.1965 top1=0.995 | val loss=0.3680 | t=0.1s  *
[hybrid-train] ep  28/100 | train loss=0.1784 top1=1.000 | val loss=0.3947 | t=0.1s
[hybrid-train] ep  29/100 | train loss=0.1605 top1=1.000 | val loss=0.3476 | t=0.1s  *
[hybrid-train] ep  30/100 | train loss=0.1470 top1=1.000 | val loss=0.3850 | t=0.1s
[hybrid-train] ep  31/100 | train loss=0.1334 top1=1.000 | val loss=0.3142 | t=0.1s  *
[hybrid-train] ep  32/100 | train loss=0.1244 top1=1.000 | val loss=0.3599 | t=0.1s
[hybrid-train] ep  33/100 | train loss=0.1151 top1=1.000 | val loss=0.3050 | t=0.1s  *
[hybrid-train] ep  34/100 | train loss=0.1040 top1=1.000 | val loss=0.3298 | t=0.1s
[hybrid-train] ep  35/100 | train loss=0.1012 top1=1.000 | val loss=0.3032 | t=0.1s  *
[hybrid-train] ep  36/100 | train loss=0.0941 top1=1.000 | val loss=0.3166 | t=0.1s
[hybrid-train] ep  37/100 | train loss=0.0810 top1=1.000 | val loss=0.2793 | t=0.1s  *
[hybrid-train] ep  38/100 | train loss=0.0765 top1=1.000 | val loss=0.3209 | t=0.1s
[hybrid-train] ep  39/100 | train loss=0.0723 top1=1.000 | val loss=0.2547 | t=0.1s  *
[hybrid-train] ep  40/100 | train loss=0.0661 top1=1.000 | val loss=0.3097 | t=0.1s
[hybrid-train] ep  41/100 | train loss=0.0622 top1=1.000 | val loss=0.2627 | t=0.1s
[hybrid-train] ep  42/100 | train loss=0.0565 top1=1.000 | val loss=0.3149 | t=0.1s
[hybrid-train] ep  43/100 | train loss=0.0541 top1=1.000 | val loss=0.2538 | t=0.1s  *
[hybrid-train] ep  44/100 | train loss=0.0506 top1=1.000 | val loss=0.2943 | t=0.1s
[hybrid-train] ep  45/100 | train loss=0.0479 top1=1.000 | val loss=0.2673 | t=0.1s
[hybrid-train] ep  46/100 | train loss=0.0453 top1=1.000 | val loss=0.2948 | t=0.1s
[hybrid-train] ep  47/100 | train loss=0.0429 top1=1.000 | val loss=0.2635 | t=0.1s
[hybrid-train] ep  48/100 | train loss=0.0399 top1=1.000 | val loss=0.2655 | t=0.1s
[hybrid-train] ep  49/100 | train loss=0.0370 top1=1.000 | val loss=0.2894 | t=0.1s
[hybrid-train] ep  50/100 | train loss=0.0352 top1=1.000 | val loss=0.2523 | t=0.1s  *
[hybrid-train] ep  51/100 | train loss=0.0331 top1=1.000 | val loss=0.2787 | t=0.1s
[hybrid-train] ep  52/100 | train loss=0.0313 top1=1.000 | val loss=0.2689 | t=0.1s
[hybrid-train] ep  53/100 | train loss=0.0301 top1=1.000 | val loss=0.2535 | t=0.1s
[hybrid-train] ep  54/100 | train loss=0.0285 top1=1.000 | val loss=0.2800 | t=0.1s
[hybrid-train] ep  55/100 | train loss=0.0277 top1=1.000 | val loss=0.2653 | t=0.1s
[hybrid-train] ep  56/100 | train loss=0.0261 top1=1.000 | val loss=0.2657 | t=0.1s
[hybrid-train] ep  57/100 | train loss=0.0251 top1=1.000 | val loss=0.2752 | t=0.1s
[hybrid-train] ep  58/100 | train loss=0.0241 top1=1.000 | val loss=0.2526 | t=0.1s
[hybrid-train] ep  59/100 | train loss=0.0234 top1=1.000 | val loss=0.2739 | t=0.1s
[hybrid-train] ep  60/100 | train loss=0.0223 top1=1.000 | val loss=0.2714 | t=0.1s
[hybrid-train] ep  61/100 | train loss=0.0217 top1=1.000 | val loss=0.2574 | t=0.1s
[hybrid-train] ep  62/100 | train loss=0.0210 top1=1.000 | val loss=0.2696 | t=0.1s
[hybrid-train] ep  63/100 | train loss=0.0206 top1=1.000 | val loss=0.2770 | t=0.1s
[hybrid-train] ep  64/100 | train loss=0.0200 top1=1.000 | val loss=0.2658 | t=0.1s
[hybrid-train] ep  65/100 | train loss=0.0193 top1=1.000 | val loss=0.2674 | t=0.1s
[hybrid-train] ep  66/100 | train loss=0.0189 top1=1.000 | val loss=0.2728 | t=0.1s
[hybrid-train] ep  67/100 | train loss=0.0187 top1=1.000 | val loss=0.2739 | t=0.1s
[hybrid-train] ep  68/100 | train loss=0.0180 top1=1.000 | val loss=0.2608 | t=0.1s
[hybrid-train] ep  69/100 | train loss=0.0179 top1=1.000 | val loss=0.2769 | t=0.1s
[hybrid-train] ep  70/100 | train loss=0.0175 top1=1.000 | val loss=0.2811 | t=0.1s
[hybrid-train] ep  71/100 | train loss=0.0171 top1=1.000 | val loss=0.2670 | t=0.1s
[hybrid-train] ep  72/100 | train loss=0.0168 top1=1.000 | val loss=0.2732 | t=0.1s
[hybrid-train] ep  73/100 | train loss=0.0164 top1=1.000 | val loss=0.2789 | t=0.1s
[hybrid-train] ep  74/100 | train loss=0.0162 top1=1.000 | val loss=0.2742 | t=0.1s
[hybrid-train] ep  75/100 | train loss=0.0160 top1=1.000 | val loss=0.2715 | t=0.1s
[hybrid-train] ep  76/100 | train loss=0.0158 top1=1.000 | val loss=0.2722 | t=0.1s
[hybrid-train] ep  77/100 | train loss=0.0157 top1=1.000 | val loss=0.2731 | t=0.1s
[hybrid-train] ep  78/100 | train loss=0.0154 top1=1.000 | val loss=0.2745 | t=0.1s
[hybrid-train] ep  79/100 | train loss=0.0154 top1=1.000 | val loss=0.2796 | t=0.1s
[hybrid-train] ep  80/100 | train loss=0.0151 top1=1.000 | val loss=0.2735 | t=0.1s
[hybrid-train] ep  81/100 | train loss=0.0150 top1=1.000 | val loss=0.2713 | t=0.1s
[hybrid-train] ep  82/100 | train loss=0.0149 top1=1.000 | val loss=0.2728 | t=0.1s
[hybrid-train] ep  83/100 | train loss=0.0149 top1=1.000 | val loss=0.2790 | t=0.1s
[hybrid-train] ep  84/100 | train loss=0.0147 top1=1.000 | val loss=0.2790 | t=0.1s
[hybrid-train] ep  85/100 | train loss=0.0147 top1=1.000 | val loss=0.2739 | t=0.1s
[hybrid-train] ep  86/100 | train loss=0.0145 top1=1.000 | val loss=0.2729 | t=0.1s
[hybrid-train] ep  87/100 | train loss=0.0145 top1=1.000 | val loss=0.2745 | t=0.1s
[hybrid-train] ep  88/100 | train loss=0.0144 top1=1.000 | val loss=0.2761 | t=0.1s
[hybrid-train] ep  89/100 | train loss=0.0144 top1=1.000 | val loss=0.2776 | t=0.1s
[hybrid-train] ep  90/100 | train loss=0.0143 top1=1.000 | val loss=0.2774 | t=0.1s
[hybrid-train] ep  91/100 | train loss=0.0142 top1=1.000 | val loss=0.2775 | t=0.1s
[hybrid-train] ep  92/100 | train loss=0.0143 top1=1.000 | val loss=0.2770 | t=0.1s
[hybrid-train] ep  93/100 | train loss=0.0143 top1=1.000 | val loss=0.2768 | t=0.1s
[hybrid-train] ep  94/100 | train loss=0.0142 top1=1.000 | val loss=0.2767 | t=0.1s
[hybrid-train] ep  95/100 | train loss=0.0142 top1=1.000 | val loss=0.2766 | t=0.1s
[hybrid-train] ep  96/100 | train loss=0.0142 top1=1.000 | val loss=0.2764 | t=0.1s
[hybrid-train] ep  97/100 | train loss=0.0142 top1=1.000 | val loss=0.2765 | t=0.1s
[hybrid-train] ep  98/100 | train loss=0.0142 top1=1.000 | val loss=0.2765 | t=0.1s
[hybrid-train] ep  99/100 | train loss=0.0142 top1=1.000 | val loss=0.2764 | t=0.1s
[hybrid-train] ep 100/100 | train loss=0.0142 top1=1.000 | val loss=0.2764 | t=0.1s
[hybrid-train] DONE best_val_loss=0.2523 @ epoch 50
Loss: 0.014167079561820594
[hybrid-dagger] PASS DONE sr=0.88 corrected=5
[12:54:24] [bo-hybrid] $ /home/s226137394/.conda/envs/maze/bin/python -u -m Equivariant_pathway.equivariant_CNN_hybrid.rollout_test --checkpoint /vast/s226137394/DmN/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/four_way_compare/runs/baseline_only/checkpoints/best_hybrid_policy.pth --layouts /vast/s226137394/DmN/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/four_way_compare/runs/baseline_only/heldout_layouts.yaml --out_dir /vast/s226137394/DmN/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/four_way_compare/runs/baseline_only/results/eval_round_002 --seed 2
[hybrid-rollout] 200 unique; running 200 eps
[hybrid-rollout] loaded /vast/s226137394/DmN/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/four_way_compare/runs/baseline_only/checkpoints/best_hybrid_policy.pth
[hybrid-rollout] ep 0 (heldout_001): steps=4 success=True
[hybrid-rollout] ep 1 (heldout_002): steps=5 success=True
[hybrid-rollout] ep 2 (heldout_003): steps=5 success=True
[hybrid-rollout] ep 3 (heldout_004): steps=4 success=True
[hybrid-rollout] ep 4 (heldout_005): steps=6 success=True
[hybrid-rollout] ep 5 (heldout_006): steps=4 success=True
[hybrid-rollout] ep 6 (heldout_007): steps=2 success=False
[hybrid-rollout] ep 7 (heldout_008): steps=5 success=True
[hybrid-rollout] ep 8 (heldout_009): steps=4 success=True
[hybrid-rollout] ep 9 (heldout_010): steps=6 success=True
[hybrid-rollout] ep 10 (heldout_011): steps=5 success=True
[hybrid-rollout] ep 11 (heldout_012): steps=4 success=True
[hybrid-rollout] ep 12 (heldout_013): steps=1 success=False
[hybrid-rollout] ep 13 (heldout_014): steps=5 success=True
[hybrid-rollout] ep 14 (heldout_015): steps=4 success=True
[hybrid-rollout] ep 15 (heldout_016): steps=8 success=True
[hybrid-rollout] ep 16 (heldout_017): steps=6 success=True
[hybrid-rollout] ep 17 (heldout_018): steps=5 success=True
[hybrid-rollout] ep 18 (heldout_019): steps=4 success=True
[hybrid-rollout] ep 19 (heldout_020): steps=1 success=False
[hybrid-rollout] ep 20 (heldout_021): steps=8 success=True
[hybrid-rollout] ep 21 (heldout_022): steps=5 success=True
[hybrid-rollout] ep 22 (heldout_023): steps=6 success=True
[hybrid-rollout] ep 23 (heldout_024): steps=8 success=True
[hybrid-rollout] ep 24 (heldout_025): steps=2 success=False
[hybrid-rollout] ep 25 (heldout_026): steps=4 success=True
[hybrid-rollout] ep 26 (heldout_027): steps=4 success=True
[hybrid-rollout] ep 27 (heldout_028): steps=6 success=True
[hybrid-rollout] ep 28 (heldout_029): steps=4 success=True
[hybrid-rollout] ep 29 (heldout_030): steps=4 success=True
[hybrid-rollout] ep 30 (heldout_031): steps=4 success=True
[hybrid-rollout] ep 31 (heldout_032): steps=5 success=True
[hybrid-rollout] ep 32 (heldout_033): steps=5 success=True
[hybrid-rollout] ep 33 (heldout_034): steps=8 success=True
[hybrid-rollout] ep 34 (heldout_035): steps=5 success=True
[hybrid-rollout] ep 35 (heldout_036): steps=3 success=False
[hybrid-rollout] ep 36 (heldout_037): steps=3 success=False
[hybrid-rollout] ep 37 (heldout_038): steps=4 success=True
[hybrid-rollout] ep 38 (heldout_039): steps=4 success=True
[hybrid-rollout] ep 39 (heldout_040): steps=7 success=True
[hybrid-rollout] ep 40 (heldout_041): steps=5 success=True
[hybrid-rollout] ep 41 (heldout_042): steps=6 success=True
[hybrid-rollout] ep 42 (heldout_043): steps=1 success=False
[hybrid-rollout] ep 43 (heldout_044): steps=1 success=False
[hybrid-rollout] ep 44 (heldout_045): steps=5 success=True
[hybrid-rollout] ep 45 (heldout_046): steps=5 success=True
[hybrid-rollout] ep 46 (heldout_047): steps=60 success=False
[hybrid-rollout] ep 47 (heldout_048): steps=4 success=True
[hybrid-rollout] ep 48 (heldout_049): steps=5 success=True
[hybrid-rollout] ep 49 (heldout_050): steps=4 success=True
[hybrid-rollout] ep 50 (heldout_051): steps=7 success=True
[hybrid-rollout] ep 51 (heldout_052): steps=6 success=True
[hybrid-rollout] ep 52 (heldout_053): steps=5 success=True
[hybrid-rollout] ep 53 (heldout_054): steps=4 success=True
[hybrid-rollout] ep 54 (heldout_055): steps=5 success=True
[hybrid-rollout] ep 55 (heldout_056): steps=4 success=True
[hybrid-rollout] ep 56 (heldout_057): steps=4 success=True
[hybrid-rollout] ep 57 (heldout_058): steps=4 success=True
[hybrid-rollout] ep 58 (heldout_059): steps=4 success=True
[hybrid-rollout] ep 59 (heldout_060): steps=4 success=True
[hybrid-rollout] ep 60 (heldout_061): steps=60 success=False
[hybrid-rollout] ep 61 (heldout_062): steps=4 success=True
[hybrid-rollout] ep 62 (heldout_063): steps=4 success=True
[hybrid-rollout] ep 63 (heldout_064): steps=7 success=True
[hybrid-rollout] ep 64 (heldout_065): steps=60 success=False
[hybrid-rollout] ep 65 (heldout_066): steps=6 success=True
[hybrid-rollout] ep 66 (heldout_067): steps=6 success=True
[hybrid-rollout] ep 67 (heldout_068): steps=4 success=True
[hybrid-rollout] ep 68 (heldout_069): steps=4 success=True
[hybrid-rollout] ep 69 (heldout_070): steps=5 success=True
[hybrid-rollout] ep 70 (heldout_071): steps=5 success=True
[hybrid-rollout] ep 71 (heldout_072): steps=4 success=True
[hybrid-rollout] ep 72 (heldout_073): steps=7 success=True
[hybrid-rollout] ep 73 (heldout_074): steps=60 success=False
[hybrid-rollout] ep 74 (heldout_075): steps=5 success=True
[hybrid-rollout] ep 75 (heldout_076): steps=5 success=True
[hybrid-rollout] ep 76 (heldout_077): steps=7 success=True
[hybrid-rollout] ep 77 (heldout_078): steps=3 success=False
[hybrid-rollout] ep 78 (heldout_079): steps=7 success=True
[hybrid-rollout] ep 79 (heldout_080): steps=8 success=True
[hybrid-rollout] ep 80 (heldout_081): steps=5 success=True
[hybrid-rollout] ep 81 (heldout_082): steps=4 success=True
[hybrid-rollout] ep 82 (heldout_083): steps=7 success=True
[hybrid-rollout] ep 83 (heldout_084): steps=8 success=True
[hybrid-rollout] ep 84 (heldout_085): steps=5 success=True
[hybrid-rollout] ep 85 (heldout_086): steps=5 success=True
[hybrid-rollout] ep 86 (heldout_087): steps=6 success=True
[hybrid-rollout] ep 87 (heldout_088): steps=4 success=True
[hybrid-rollout] ep 88 (heldout_089): steps=4 success=True
[hybrid-rollout] ep 89 (heldout_090): steps=4 success=True
[hybrid-rollout] ep 90 (heldout_091): steps=6 success=True
[hybrid-rollout] ep 91 (heldout_092): steps=5 success=True
